                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1682,                0.92795,                 1.2227,                0.67543,                0.73118,                0.75612,                0.41596,                 1.6563,                 1.1292,                 1.6991,             0.00022156,             0.00022156,             0.00022156
                     47,                 1.1429,                0.95092,                  1.235,                0.86138,                0.59459,                0.76209,                0.41197,                 1.7015,                 1.1276,                 1.7601,             0.00021538,             0.00021538,             0.00021538
                     48,                 1.1926,                0.96038,                 1.2314,                 0.6374,                0.83784,                0.77365,                0.40673,                 1.7065,                 1.1363,                  1.793,             0.00020919,             0.00020919,             0.00020919
                     49,                 1.1102,                0.91225,                 1.1978,                0.65148,                0.81081,                0.77638,                0.41471,                 1.6931,                 1.1567,                 1.7818,               0.000203,               0.000203,               0.000203
                     50,                 1.1392,                0.89916,                 1.2157,                0.67831,                0.75676,                0.76358,                0.40442,                 1.7348,                 1.1543,                 1.8164,             0.00019681,             0.00019681,             0.00019681
                     51,                  1.059,                0.88545,                 1.2015,                0.71247,                0.72973,                0.76957,                0.40611,                  1.758,                 1.1478,                  1.846,             0.00019062,             0.00019062,             0.00019062
                     52,                 1.1358,                0.91254,                 1.1954,                0.74241,                 0.7027,                0.75212,                0.38609,                 1.7769,                 1.1648,                 1.8538,             0.00018444,             0.00018444,             0.00018444
                     53,                 1.0892,                0.87374,                 1.1973,                0.74772,                 0.7027,                0.75603,                0.38387,                 1.7984,                 1.1349,                 1.8759,             0.00017825,             0.00017825,             0.00017825
                     54,                 1.0725,                0.90511,                 1.1946,                 0.7615,                 0.7027,                0.76391,                0.37472,                 1.7929,                 1.1235,                 1.9246,             0.00017206,             0.00017206,             0.00017206
                     55,                  1.135,                0.89735,                 1.1875,                0.73794,                0.68513,                0.75523,                 0.3769,                 1.7781,                 1.1421,                  1.912,             0.00016588,             0.00016588,             0.00016588
                     56,                 1.1468,                0.87449,                 1.2083,                0.67912,                0.80096,                0.76059,                 0.3953,                 1.7573,                 1.1583,                 1.8299,             0.00015969,             0.00015969,             0.00015969
                     57,                 1.0534,                0.85791,                  1.181,                0.67227,                0.78378,                0.72413,                0.38822,                 1.7489,                 1.1398,                 1.7918,              0.0001535,              0.0001535,              0.0001535
                     58,                 1.0767,                0.87973,                 1.1863,                 0.6931,                0.75676,                0.73514,                0.39621,                 1.7558,                 1.1209,                 1.7991,             0.00014731,             0.00014731,             0.00014731
                     59,                 1.0593,                0.86021,                 1.2008,                0.70455,                0.77357,                0.72912,                0.38039,                 1.7708,                 1.1555,                 1.8506,             0.00014113,             0.00014113,             0.00014113
                     60,                 1.0463,                0.86478,                 1.1923,                0.74227,                0.77851,                0.75215,                0.39655,                 1.7742,                 1.1639,                 1.8696,             0.00013494,             0.00013494,             0.00013494
                     61,                 1.0736,                0.86513,                 1.1492,                0.72214,                0.75676,                0.77601,                0.39275,                 1.7444,                 1.1568,                 1.8476,             0.00012875,             0.00012875,             0.00012875
                     62,                 1.0559,                 0.8538,                 1.1546,                0.74855,                0.80471,                0.76442,                 0.4051,                 1.6914,                 1.0981,                 1.8378,             0.00012256,             0.00012256,             0.00012256
                     63,                 1.0727,                0.86743,                  1.197,                0.69136,                0.84772,                0.73116,                 0.3898,                 1.6717,                 1.1005,                 1.8428,             0.00011637,             0.00011637,             0.00011637
                     64,                 1.1028,                0.84341,                 1.1603,                0.67316,                0.86486,                0.70913,                  0.379,                 1.6924,                 1.1142,                   1.85,             0.00011019,             0.00011019,             0.00011019
                     65,                 1.1047,                0.85384,                 1.1781,                0.64763,                0.81081,                0.72115,                0.38138,                 1.6942,                 1.1224,                 1.8427,               0.000104,               0.000104,               0.000104
                     66,                 1.1025,                 0.8549,                 1.1603,                0.70611,                0.71446,                0.75304,                0.40012,                 1.6824,                 1.1045,                 1.8412,             9.7812e-05,             9.7812e-05,             9.7812e-05
                     67,                  1.004,                0.81268,                 1.1695,                0.66202,                0.78378,                0.76361,                0.41232,                 1.6616,                 1.1049,                 1.8226,             9.1625e-05,             9.1625e-05,             9.1625e-05
                     68,                0.99369,                0.82866,                  1.137,                0.72214,                0.70241,                0.75011,                0.40851,                 1.6565,                 1.1392,                 1.8154,             8.5437e-05,             8.5437e-05,             8.5437e-05
                     69,                 1.0171,                0.84714,                 1.1621,                0.72897,                0.72973,                0.75013,                0.40989,                 1.6606,                 1.1477,                 1.8215,              7.925e-05,              7.925e-05,              7.925e-05
                     70,                0.95905,                0.78628,                 1.1554,                0.74106,                0.67568,                0.74526,                0.40279,                 1.6718,                 1.1293,                 1.8322,             7.3062e-05,             7.3062e-05,             7.3062e-05
                     71,                 1.0134,                0.96344,                 1.1781,                0.75009,                 0.7027,                0.75979,                0.40729,                 1.6601,                 1.1186,                 1.8329,             6.6875e-05,             6.6875e-05,             6.6875e-05
                     72,                 1.0163,                0.90775,                 1.1541,                0.69433,                 0.7027,                0.75222,                0.39792,                 1.6726,                  1.146,                 1.8416,             6.0688e-05,             6.0688e-05,             6.0688e-05
                     73,                 1.0346,                0.94208,                 1.1571,                0.69365,                 0.7027,                0.73948,                0.38558,                 1.7024,                 1.1769,                 1.8661,               5.45e-05,               5.45e-05,               5.45e-05
                     74,                 1.0026,                0.87855,                 1.1219,                0.68395,                0.67568,                0.70564,                0.35194,                 1.7218,                  1.199,                 1.8873,             4.8313e-05,             4.8313e-05,             4.8313e-05
                     75,                0.95745,                0.93787,                 1.1578,                0.64758,                 0.7451,                0.70872,                0.35517,                 1.7209,                  1.184,                 1.8879,             4.2125e-05,             4.2125e-05,             4.2125e-05
                     76,                 1.0118,                0.89984,                 1.1368,                0.71775,                0.68749,                 0.6994,                0.36405,                 1.6958,                 1.1758,                 1.8698,             3.5937e-05,             3.5937e-05,             3.5937e-05
                     77,                 0.9928,                0.89598,                 1.1314,                0.58358,                0.86486,                0.70634,                0.36354,                 1.6741,                 1.1591,                  1.852,              2.975e-05,              2.975e-05,              2.975e-05
                     78,                0.98216,                0.87103,                 1.1041,                0.71532,                 0.7027,                0.70839,                0.36796,                 1.6544,                 1.1537,                 1.8289,             2.3562e-05,             2.3562e-05,             2.3562e-05
                     79,                0.94039,                0.84789,                 1.1202,                0.71293,                 0.7027,                0.71769,                0.37683,                 1.6536,                 1.1467,                 1.8283,             1.7375e-05,             1.7375e-05,             1.7375e-05
                     80,                0.99803,                0.84827,                 1.1353,                0.59496,                0.89189,                 0.7227,                0.38007,                 1.6491,                 1.1479,                 1.8236,             1.1187e-05,             1.1187e-05,             1.1187e-05
